b1,w1,b2,w2,b3,w3,b4,w4,U,net_strain
4.69443941116333,1.499145746231079,1.2978650331497192,5.324111461639404,1.6482957601547241,3.638383150100708,2.450850009918213,3.3017001152038574,112.96214294433594,0.00044529991514602463
4.676507949829102,1.6379261016845703,1.5657625198364258,4.131202697753906,1.944108009338379,3.9828274250030518,2.16507887840271,2.2656588554382324,166.7555694580078,-0.00034320031034497806
3.386448383331299,1.4018924236297607,1.4734145402908325,4.9877471923828125,1.573958396911621,2.5942578315734863,2.359593152999878,2.0515525341033936,145.00497436523438,3.9769177982838806e-05
